Company URL,Company Name,Company Description,Company Website,Founder Name,Founder LinkedIn,Founder Title
https://www.ycombinator.com/companies/attune,Attune,"Faster builds, zero effort. Founded in 2025 by Xin Ding and Eliza Zhang, Attune has 2 employees based in San Francisco, CA, USA.",https://attunehq.com,,https://linkedin.com/in/lehaozhang,
https://www.ycombinator.com/companies/attune,Attune,"Faster builds, zero effort. Founded in 2025 by Xin Ding and Eliza Zhang, Attune has 2 employees based in San Francisco, CA, USA.",https://attunehq.com,Attune,https://www.linkedin.com/company/attunehq,
https://www.ycombinator.com/companies/attune,Attune,"Faster builds, zero effort. Founded in 2025 by Xin Ding and Eliza Zhang, Attune has 2 employees based in San Francisco, CA, USA.",https://attunehq.com,,https://www.linkedin.com/company/attunehq,
https://www.ycombinator.com/companies/attune,Attune,"Faster builds, zero effort. Founded in 2025 by Xin Ding and Eliza Zhang, Attune has 2 employees based in San Francisco, CA, USA.",https://attunehq.com,Programs,https://www.linkedin.com/school/y-combinator/,
https://www.ycombinator.com/companies/atum-works,Atum Works,"Gigascale Nanomanufacturing. Founded in 2024 by Matteo Kimura, Lucas Pabarcius, and Malcolm Tisdale, Atum Works has 3 employees based in Mountain View, CA, USA.",https://atum.works/,Gigascale Nanomanufacturing,https://www.linkedin.com/in/matteo-kimura-90879318b/,Founder
https://www.ycombinator.com/companies/atum-works,Atum Works,"Gigascale Nanomanufacturing. Founded in 2024 by Matteo Kimura, Lucas Pabarcius, and Malcolm Tisdale, Atum Works has 3 employees based in Mountain View, CA, USA.",https://atum.works/,Matteo Kimura,https://www.linkedin.com/in/matteo-kimura-90879318b/,Founder
https://www.ycombinator.com/companies/atum-works,Atum Works,"Gigascale Nanomanufacturing. Founded in 2024 by Matteo Kimura, Lucas Pabarcius, and Malcolm Tisdale, Atum Works has 3 employees based in Mountain View, CA, USA.",https://atum.works/,Lucas Pabarcius,https://www.linkedin.com/in/lucas-pabarcius-ba3595167/,Founder / CEO
https://www.ycombinator.com/companies/atum-works,Atum Works,"Gigascale Nanomanufacturing. Founded in 2024 by Matteo Kimura, Lucas Pabarcius, and Malcolm Tisdale, Atum Works has 3 employees based in Mountain View, CA, USA.",https://atum.works/,Malcolm Tisdale,https://www.linkedin.com/in/malcolm-tisdale,Founder
https://www.ycombinator.com/companies/atum-works,Atum Works,"Gigascale Nanomanufacturing. Founded in 2024 by Matteo Kimura, Lucas Pabarcius, and Malcolm Tisdale, Atum Works has 3 employees based in Mountain View, CA, USA.",https://atum.works/,Atum Works,https://linkedin.com/company/atum-works,
https://www.ycombinator.com/companies/atum-works,Atum Works,"Gigascale Nanomanufacturing. Founded in 2024 by Matteo Kimura, Lucas Pabarcius, and Malcolm Tisdale, Atum Works has 3 employees based in Mountain View, CA, USA.",https://atum.works/,,https://linkedin.com/company/atum-works,
https://www.ycombinator.com/companies/atum-works,Atum Works,"Gigascale Nanomanufacturing. Founded in 2024 by Matteo Kimura, Lucas Pabarcius, and Malcolm Tisdale, Atum Works has 3 employees based in Mountain View, CA, USA.",https://atum.works/,Programs,https://www.linkedin.com/school/y-combinator/,
https://www.ycombinator.com/companies/auctor,Auctor,"AI for best-in-class pre-sales and delivery teams. Founded in 2025 by Matthew Blackburn, Anthony Sky Ng-Thow-Hing, Xinan Rahman, and William Sun, Auctor has 4 employees based in San Francisco, CA, USA.",https://getauctor.com,AI for best-in-class pre-sales and delivery teams.,https://linkedin.com/in/matthewblackburn0,Founder
https://www.ycombinator.com/companies/auctor,Auctor,"AI for best-in-class pre-sales and delivery teams. Founded in 2025 by Matthew Blackburn, Anthony Sky Ng-Thow-Hing, Xinan Rahman, and William Sun, Auctor has 4 employees based in San Francisco, CA, USA.",https://getauctor.com,Matthew Blackburn,https://linkedin.com/in/matthewblackburn0,Founder
https://www.ycombinator.com/companies/auctor,Auctor,"AI for best-in-class pre-sales and delivery teams. Founded in 2025 by Matthew Blackburn, Anthony Sky Ng-Thow-Hing, Xinan Rahman, and William Sun, Auctor has 4 employees based in San Francisco, CA, USA.",https://getauctor.com,Anthony Sky Ng-Thow-Hing,https://www.linkedin.com/in/anthony-sky-ng-thow-hing-9b1352193/,Founder
https://www.ycombinator.com/companies/auctor,Auctor,"AI for best-in-class pre-sales and delivery teams. Founded in 2025 by Matthew Blackburn, Anthony Sky Ng-Thow-Hing, Xinan Rahman, and William Sun, Auctor has 4 employees based in San Francisco, CA, USA.",https://getauctor.com,Xinan Rahman,https://www.linkedin.com/in/xinanrahman/,Founder
https://www.ycombinator.com/companies/auctor,Auctor,"AI for best-in-class pre-sales and delivery teams. Founded in 2025 by Matthew Blackburn, Anthony Sky Ng-Thow-Hing, Xinan Rahman, and William Sun, Auctor has 4 employees based in San Francisco, CA, USA.",https://getauctor.com,William Sun,https://www.linkedin.com/in/weihongsun/,Founder
https://www.ycombinator.com/companies/auctor,Auctor,"AI for best-in-class pre-sales and delivery teams. Founded in 2025 by Matthew Blackburn, Anthony Sky Ng-Thow-Hing, Xinan Rahman, and William Sun, Auctor has 4 employees based in San Francisco, CA, USA.",https://getauctor.com,Auctor,https://www.linkedin.com/company/getauctor,
https://www.ycombinator.com/companies/auctor,Auctor,"AI for best-in-class pre-sales and delivery teams. Founded in 2025 by Matthew Blackburn, Anthony Sky Ng-Thow-Hing, Xinan Rahman, and William Sun, Auctor has 4 employees based in San Francisco, CA, USA.",https://getauctor.com,Programs,https://www.linkedin.com/school/y-combinator/,
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,"AI voice agents for claims operations. Founded in 2025 by Bryan Guin, Cornelius Schramm, and Jet Semrick, Avallon AI has 3 employees based in .",https://www.avallon.ai/,AI voice agents for claims operations,https://www.linkedin.com/in/bryan-guin/,Founder
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,"AI voice agents for claims operations. Founded in 2025 by Bryan Guin, Cornelius Schramm, and Jet Semrick, Avallon AI has 3 employees based in .",https://www.avallon.ai/,Bryan Guin,https://www.linkedin.com/in/bryan-guin/,Founder
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,"AI voice agents for claims operations. Founded in 2025 by Bryan Guin, Cornelius Schramm, and Jet Semrick, Avallon AI has 3 employees based in .",https://www.avallon.ai/,,https://www.linkedin.com/in/bryan-guin/,
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,"AI voice agents for claims operations. Founded in 2025 by Bryan Guin, Cornelius Schramm, and Jet Semrick, Avallon AI has 3 employees based in .",https://www.avallon.ai/,Cornelius Schramm,https://www.linkedin.com/in/cornelius-schramm-450759150/,Founder
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,"AI voice agents for claims operations. Founded in 2025 by Bryan Guin, Cornelius Schramm, and Jet Semrick, Avallon AI has 3 employees based in .",https://www.avallon.ai/,,https://www.linkedin.com/in/cornelius-schramm-450759150/,
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,"AI voice agents for claims operations. Founded in 2025 by Bryan Guin, Cornelius Schramm, and Jet Semrick, Avallon AI has 3 employees based in .",https://www.avallon.ai/,Jet Semrick,https://www.linkedin.com/in/jetsemrick/,Founder
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,"AI voice agents for claims operations. Founded in 2025 by Bryan Guin, Cornelius Schramm, and Jet Semrick, Avallon AI has 3 employees based in .",https://www.avallon.ai/,,https://www.linkedin.com/in/jetsemrick/,
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,"AI voice agents for claims operations. Founded in 2025 by Bryan Guin, Cornelius Schramm, and Jet Semrick, Avallon AI has 3 employees based in .",https://www.avallon.ai/,Avallon AI,https://linkedin.com/company/avallon,
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,"AI voice agents for claims operations. Founded in 2025 by Bryan Guin, Cornelius Schramm, and Jet Semrick, Avallon AI has 3 employees based in .",https://www.avallon.ai/,,https://linkedin.com/company/avallon,
https://www.ycombinator.com/companies/avallon-ai,Avallon AI,"AI voice agents for claims operations. Founded in 2025 by Bryan Guin, Cornelius Schramm, and Jet Semrick, Avallon AI has 3 employees based in .",https://www.avallon.ai/,Programs,https://www.linkedin.com/school/y-combinator/,
https://www.ycombinator.com/companies/better-auth,Better Auth,"The most comprehensive authentication framework for TypeScript. Founded in 2025 by Bereket Engida and KinfeMichael Tariku, Better Auth has 2 employees based in .",https://better-auth.com/,The most comprehensive authentication framework for TypeScript.,https://www.linkedin.com/in/bekacru/,Founder
https://www.ycombinator.com/companies/better-auth,Better Auth,"The most comprehensive authentication framework for TypeScript. Founded in 2025 by Bereket Engida and KinfeMichael Tariku, Better Auth has 2 employees based in .",https://better-auth.com/,Bereket Engida,https://www.linkedin.com/in/bekacru/,Founder
https://www.ycombinator.com/companies/better-auth,Better Auth,"The most comprehensive authentication framework for TypeScript. Founded in 2025 by Bereket Engida and KinfeMichael Tariku, Better Auth has 2 employees based in .",https://better-auth.com/,,https://www.linkedin.com/in/bekacru/,
https://www.ycombinator.com/companies/better-auth,Better Auth,"The most comprehensive authentication framework for TypeScript. Founded in 2025 by Bereket Engida and KinfeMichael Tariku, Better Auth has 2 employees based in .",https://better-auth.com/,KinfeMichael Tariku,https://www.linkedin.com/in/kinfemichael-tariku-1497b3201,Founder
https://www.ycombinator.com/companies/better-auth,Better Auth,"The most comprehensive authentication framework for TypeScript. Founded in 2025 by Bereket Engida and KinfeMichael Tariku, Better Auth has 2 employees based in .",https://better-auth.com/,,https://www.linkedin.com/in/kinfemichael-tariku-1497b3201,
https://www.ycombinator.com/companies/better-auth,Better Auth,"The most comprehensive authentication framework for TypeScript. Founded in 2025 by Bereket Engida and KinfeMichael Tariku, Better Auth has 2 employees based in .",https://better-auth.com/,Better Auth,https://www.linkedin.com/company/better-auth,
https://www.ycombinator.com/companies/better-auth,Better Auth,"The most comprehensive authentication framework for TypeScript. Founded in 2025 by Bereket Engida and KinfeMichael Tariku, Better Auth has 2 employees based in .",https://better-auth.com/,,https://www.linkedin.com/company/better-auth,
https://www.ycombinator.com/companies/better-auth,Better Auth,"The most comprehensive authentication framework for TypeScript. Founded in 2025 by Bereket Engida and KinfeMichael Tariku, Better Auth has 2 employees based in .",https://better-auth.com/,Programs,https://www.linkedin.com/school/y-combinator/,
https://www.ycombinator.com/companies/bitboard,BitBoard,"The AI workforce for healthcare operations. Founded in 2025 by Ambar Choudhury and Connor Jones, BitBoard has 2 employees based in San Francisco, CA, USA.",https://bitboard.work/,The AI workforce for healthcare operations.,https://linkedin.com/in/ambar-choudhury-92681038,Founder
https://www.ycombinator.com/companies/bitboard,BitBoard,"The AI workforce for healthcare operations. Founded in 2025 by Ambar Choudhury and Connor Jones, BitBoard has 2 employees based in San Francisco, CA, USA.",https://bitboard.work/,Ambar Choudhury,https://linkedin.com/in/ambar-choudhury-92681038,Founder
https://www.ycombinator.com/companies/bitboard,BitBoard,"The AI workforce for healthcare operations. Founded in 2025 by Ambar Choudhury and Connor Jones, BitBoard has 2 employees based in San Francisco, CA, USA.",https://bitboard.work/,,https://linkedin.com/in/ambar-choudhury-92681038,
https://www.ycombinator.com/companies/bitboard,BitBoard,"The AI workforce for healthcare operations. Founded in 2025 by Ambar Choudhury and Connor Jones, BitBoard has 2 employees based in San Francisco, CA, USA.",https://bitboard.work/,Connor Jones,https://www.linkedin.com/in/connorandrewjones/,Founder
https://www.ycombinator.com/companies/bitboard,BitBoard,"The AI workforce for healthcare operations. Founded in 2025 by Ambar Choudhury and Connor Jones, BitBoard has 2 employees based in San Francisco, CA, USA.",https://bitboard.work/,Programs,https://www.linkedin.com/school/y-combinator/,
https://www.ycombinator.com/companies/blaxel,Blaxel,"AWS for AI Agents. Founded in 2024 by Thomas Crochet, Charles Drappier, Mathis Joffre, Nicolas Lecomte, Christophe Ploujoux, and Paul Sinaï, Blaxel has 6 employees based in San Francisco, CA, USA.",https://blaxel.ai,AWS for AI Agents,https://www.linkedin.com/in/crochetthomas,Founder
https://www.ycombinator.com/companies/blaxel,Blaxel,"AWS for AI Agents. Founded in 2024 by Thomas Crochet, Charles Drappier, Mathis Joffre, Nicolas Lecomte, Christophe Ploujoux, and Paul Sinaï, Blaxel has 6 employees based in San Francisco, CA, USA.",https://blaxel.ai,Thomas Crochet,https://www.linkedin.com/in/crochetthomas,Founder
https://www.ycombinator.com/companies/blaxel,Blaxel,"AWS for AI Agents. Founded in 2024 by Thomas Crochet, Charles Drappier, Mathis Joffre, Nicolas Lecomte, Christophe Ploujoux, and Paul Sinaï, Blaxel has 6 employees based in San Francisco, CA, USA.",https://blaxel.ai,Charles Drappier,https://www.linkedin.com/in/charles-drappier-48017962/,Founder
https://www.ycombinator.com/companies/blaxel,Blaxel,"AWS for AI Agents. Founded in 2024 by Thomas Crochet, Charles Drappier, Mathis Joffre, Nicolas Lecomte, Christophe Ploujoux, and Paul Sinaï, Blaxel has 6 employees based in San Francisco, CA, USA.",https://blaxel.ai,Mathis Joffre,https://www.linkedin.com/in/mathis-joffre-30992712a/,Founder
https://www.ycombinator.com/companies/blaxel,Blaxel,"AWS for AI Agents. Founded in 2024 by Thomas Crochet, Charles Drappier, Mathis Joffre, Nicolas Lecomte, Christophe Ploujoux, and Paul Sinaï, Blaxel has 6 employees based in San Francisco, CA, USA.",https://blaxel.ai,Nicolas Lecomte,https://www.linkedin.com/in/nicolas-lecomte-080317153/?locale=en_US,Founder
https://www.ycombinator.com/companies/blaxel,Blaxel,"AWS for AI Agents. Founded in 2024 by Thomas Crochet, Charles Drappier, Mathis Joffre, Nicolas Lecomte, Christophe Ploujoux, and Paul Sinaï, Blaxel has 6 employees based in San Francisco, CA, USA.",https://blaxel.ai,Christophe Ploujoux,https://www.linkedin.com/in/christophe-ploujoux/,Founder
https://www.ycombinator.com/companies/blaxel,Blaxel,"AWS for AI Agents. Founded in 2024 by Thomas Crochet, Charles Drappier, Mathis Joffre, Nicolas Lecomte, Christophe Ploujoux, and Paul Sinaï, Blaxel has 6 employees based in San Francisco, CA, USA.",https://blaxel.ai,Paul Sinaï,https://www.linkedin.com/in/paul-sinai,CEO & Co-Founder
https://www.ycombinator.com/companies/blaxel,Blaxel,"AWS for AI Agents. Founded in 2024 by Thomas Crochet, Charles Drappier, Mathis Joffre, Nicolas Lecomte, Christophe Ploujoux, and Paul Sinaï, Blaxel has 6 employees based in San Francisco, CA, USA.",https://blaxel.ai,Blaxel,https://www.linkedin.com/company/blaxel-ai,
https://www.ycombinator.com/companies/blaxel,Blaxel,"AWS for AI Agents. Founded in 2024 by Thomas Crochet, Charles Drappier, Mathis Joffre, Nicolas Lecomte, Christophe Ploujoux, and Paul Sinaï, Blaxel has 6 employees based in San Francisco, CA, USA.",https://blaxel.ai,,https://www.linkedin.com/company/blaxel-ai,
https://www.ycombinator.com/companies/blaxel,Blaxel,"AWS for AI Agents. Founded in 2024 by Thomas Crochet, Charles Drappier, Mathis Joffre, Nicolas Lecomte, Christophe Ploujoux, and Paul Sinaï, Blaxel has 6 employees based in San Francisco, CA, USA.",https://blaxel.ai,Programs,https://www.linkedin.com/school/y-combinator/,
https://www.ycombinator.com/companies/bluejay,Bluejay,"E2E testing platform for AI voice agents. Founded in  by Faraz Siddiqi and Rohan Vasishth, Bluejay has 2 employees based in San Francisco, CA, USA.",https://getbluejay.ai/,E2E testing platform for AI voice agents.,https://linkedin.com/in/farazmsiddiqi,Founder
https://www.ycombinator.com/companies/bluejay,Bluejay,"E2E testing platform for AI voice agents. Founded in  by Faraz Siddiqi and Rohan Vasishth, Bluejay has 2 employees based in San Francisco, CA, USA.",https://getbluejay.ai/,Faraz Siddiqi,https://linkedin.com/in/farazmsiddiqi,Founder
https://www.ycombinator.com/companies/bluejay,Bluejay,"E2E testing platform for AI voice agents. Founded in  by Faraz Siddiqi and Rohan Vasishth, Bluejay has 2 employees based in San Francisco, CA, USA.",https://getbluejay.ai/,,https://linkedin.com/in/farazmsiddiqi,
